Label,data,
case_study,"ConvergeOne, a Cisco Gold Certified Partner, has a long history working with  schools. So it already knows to expect that every school system will have its own  unique needs.  But even so, Montebello Unified School District stood out as a special challenge.  Montebello is part of Los Angeles County. Ten miles away is a thriving downtown  that is renowned worldwide as a hub of innovation, influence, and wealth. But for  many of the students in Montebello USD, those ten miles could just as easily be a  thousand. They live in households that don�t have computers or Internet access;  and although the school system strives to fill the technology gap, it has come  up short.  Way short. When the district turned to ConvergeOne�an established leader in matching  technology to pedagogy�the solution provider approached the challenge by  beginning where it always begins. It set out to get a full picture of the problem.  �We start with a Right Foundations assessment,� explains Robert Redd,  ConvergeOne�s Director of Public Sector. �This is our opportunity to level-set.  We go closet to closet and classroom to classroom to understand the customer�s  environment, the gaps, the limitations, what�s already in place.� What they found was a network that was badly antiquated, with servers that  couldn�t be repaired and Internet connections that couldn�t be activated.",
case_study,"New York University in Shanghai is the first Sino-US joint venture with  independent legal status that�s been approved by the Ministry of Education  in China. It�s part of NYU�s global network that also includes a site in  Abu Dhabi and its original campus in New York City. Connecting these  universities with each other presents a big security challenge. Not just from  a network security standpoint�handling mobile apps, BYOD, staff, students,  and branches around the world. But the research different departments are  doing needs to be both shareable and protected.  As one of Cisco�s biggest partner in China, our experience gave us the  expertise to build a solution that could grow with NYU Shanghai. Using   Cisco Enterprise and Security, ECCOM took a systematic Information  Security Lifecycle approach to establish a sound security management  foundation, building NYU Shanghai an IT infrastructure that can respond   to any security challenge. Meet other Cisco partners helping customers around the world",
case_study,  Education,
case_study, OIST's IT strategy and Cisco Digital Network Architecture  Okinawa Institute of Science and Technology shares their IT strategies and how Cisco Digital Network Architecture helps their automation and security. ,
case_study," Higher student engagement at a much lower cost  Open Access College provides lessons remotely, mainly to students between 5 and 18-years-old who are isolated through illness or geography. Formerly, classes used audioconferencing, but this type of communication was pretty much one-way, and it was costly. Using Cisco solutions, they cut costs and created an agile, more connected learning environment. ",
case_study, Changing the way we learn  Uruguay's Plan Ceibal uses TelePresence to teach English as a second language in all public schools across the country. ,
case_study,     Provide Wi-Fi on school buses so students can do homework on long commutes     Build an app for parents to confirm their children are on the bus     Connect entire communications network to fleet management and emergency services ,
case_study,Harnessing the Power of the Network Intuitive,
case_study," Giving students hands-on cloud experience  Striving to prepare students for real-world situations, Republic Polytechnic School of Infocomm recognized that graduates will most likely encounter private and hybrid cloud environments in the workplace. It needed a unified infrastructure to support a cloud-computing center where students can gain experience and also enable staff to automate services provisioning. ",
case_study,"10 years ago, Ringwood Secondary College had the IT network of a humble SMB. Today its network  matches, or even exceeds, the infrastructure of many Fortune 500 companies. All thanks to Cisco  Hyperflex.",
case_study,"Benefiting from an extended data center network  Germany's largest technical university built a powerful network with elastic scalability that is easily managed with Cisco ACI automation capabilities. This data center solution allows Rheinisch-Westf�lische Technische Hochschule (RWTH) Aachen University to handle extremely large data sets from numerous academic departments, research groups, and industry organizations, including the Large Hadron Collider at CERN",
case_study," Making a secure digital learning environment  How do you securely implement a new digital learning initiative that requires providing over 27,500 students and teachers with mobile devices? SMSD leveraged Cisco Security and Collaboration Enterprise License Agreements (ELA) to efficiently and cost-effectively deliver the technologies they needed. ",
case_study,     Need to provide technical support to low-income and at-risk students     Desire to create an academy focused on specialized student learning     Desire to create a 1:1 learning network for incoming freshman students ,
case_study," Connect students and devices for blended learning  St. Vrain Valley School District has built an Innovation Center that encourages imaginative projects, such as virtual reality, drones, app development, and robotics. Wireless devices play an important role helping students personalize learning at their own pace and direction. To enable a secure, intuitive wireless experience, St. Vrain deployed the Cisco DNA Service for Bonjour across the entire district. ",
case_study,"Study Group, a global education company, focuses on language education, higher education, and career education in 43 schools and 78 office locations worldwide. The primary goal is to prepare students to be successful in a global economy. By partnering with universities and schools around the world, Study Group functions both on-site and also has separate facilities for students to fulfill their educational goals.",
case_study,"SVKM�s NMIMS University opens up a world of learning possibilities with Cisco.  Collaborative learning spaces, seamless mobility across campuses and learning experiences beyond geographies made possible with Cisco�s new age collaboration solution",
case_study, Better Wi-Fi need becomes learning experience  Toronto District School Board leverages a single framework to support the next generation of networks and the tools to manage them.  ,
case_study,"From their desks in upstate New York, students in Troy City Schools are seeing it all. Students who had  never been on an airplane are going on private tours of a cockpit. They�re getting an inside look at the  Baseball Hall of Fame. And they�re asking biologists  all  their questions about butterflies",
case_study," Building a better network at UAM  It is no small feat to build a better network with automation while keeping more than 38,000 students and staff connected. With help from Cisco DNA Center, the five-person IT team at Universidad Aut�noma de Madrid (UAM) is automating operations, reducing incident response times, and taking a more proactive approach to security. ",
case_study, Enhancing educational experiences  Universidad EAFIT is one of the most prestigious educational institutions in Colombia,
case_study,     Improve security and speed access to learning     Attract new students ,
case_study,"Liberating classes with secure access anywhere  Universidad de Salamanca, an 800-year-old university in Spain, uses Cisco solutions to give students the opportunity to achieve educational success through open communication and collaboration�everywhere, on any device",
case_study," Connecting data centers on campus and beyond  As one of the fastest-growing universities in the state, UCCS uses Cisco ACI to support its rapid growth. UCCS connected data centers in remote campuses, boosted operational efficiency, and increased network security. The automated network has zero downtime, resulting in a stable environment for educators and students. ",
case_study,"niversity of Nagasaki is improving the quality  of education and responding to the changing  needs of society, particularly in the area of  cybersecurity. The school reorganized its  departments in 2016, and established the  first information security department in a  Japanese university. The University of Nagasaki Information Systems  Faculty Information Security Department aims to  train information security technicians who can  handle operations on the front line. �The students of the current generation have  a growing awareness and concern about  security,� says Fumiko Komatsu, Information  Security department head. �Until now, no  university taught information security separately,  so the establishment of this department was  considered vital.� Komatsu added that information security  specialists have a deep understanding of  frameworks of computers and networks, so  being able to comprehend these foundations  was a major strength for students who would  soon become active members of society,  possibly working in cybersecurity.  �Security needs to be understood as a part of  education, both by vendors and clients, and I  strongly feel that there must be people who can  practice this,� Komatsu added.  The Information Security department  constructed a system and network environme",
case_study," Transforming learning and teaching at UST  A recent upgrade of the wireless network infrastructure at University of Santo Tomas (UST) has profoundly transformed learning and teaching at the university. UST chose Cisco as an end-to-end network infrastructure vendor because of demonstrated performance consistency and reliability, availability and fulfillment of support requirements. ",
case_study,Providing a world class experience with Cisco DNA Assurance  The University of Wollongong leverages Cisco DNA Assurance to reduce the time to troubleshoot and collect data. They then reuse and model to improve the wired and wireless experience for their students and researchers,
case_study," Redefining student experience with world-class Wi-Fi  For Victoria University, technology is more than simply a way to communicate. It�s key to unlocking access to a wealth of opportunities across a vibrant campus community. For more than 100 years, the university has provided outstanding education to students from around the world. ",
case_study," Keeping the data center and disaster recovery on  When Victoria University of Wellington experiences an earthquake, it needs consistent security policies and simplified operations to protect data and maintain uptime. The university�s Information Technology Services team used Cisco firewall geo-clustering technology to build safeguards and security into its network and technology environment. ",
case_study," More students, increased capacity, same space  An increase in student registration left Wageningen University scrambling for classrooms. Building intelligence firm Lone Rooftop showed them how to optimize existing space with real-time occupancy data. ",
case_study,"On-the-go access  At Watkins Glen Central School District, bus rides between home and school can take up to 40 minutes each way, with sports events and field trips extending travel time to two hours or more. The school district uses Cisco technology to make sure no students were disadvantaged due to where they lived or what they were participating in",
case_study,     Many schools in Wayne Highlands require high-performing technology     Implementing fiber optics in rural areas has been a challenge     Basic network coverage is limiting ,
case_study,"Probably the most popular smart agriculture gadgets are weather stations, combining various smart farming sensors. Located across the field, they collect various data from the environment and send it to the cloud. The provided measurements can be used to map the climate conditions, choose the appropriate crops, and take the required measures to improve their capacity (i.e. precision farming).",
case_study,"In addition to sourcing environmental data, weather stations can automatically adjust the conditions to match the given parameters. Specifically, greenhouse automation systems use a similar principle.  For instance, Farmapp and Growlink are also IoT agriculture products offering such capabilities among others.  GreenIQ is also an interesting product that uses smart agriculture sensors. It is a smart sprinklers controller that allows you to manage your irrigation and lighting systems remotely",
case_study,"One more type of IoT product in agriculture and another element of precision farming are crop management devices. Just like weather stations, they should be placed in the field to collect data specific to crop farming; from temperature and precipitation to leaf water potential and overall crop health.  Thus, you can monitor your crop growth and any anomalies to effectively prevent any diseases or infestations that can harm your yield. Arable and Semios can serve as good representations of how this use case can be applied in real life.",
case_study,"Just like crop monitoring, there are IoT agriculture sensors that can be attached to the animals on a farm to monitor their health and log performance. This works similarly to IoT devices for petcare.  For example, SCR by Allflex and Cowlar use smart agriculture sensors (collar tags) to deliver temperature, health, activity, and nutrition insights on each individual cow as well as collective information about the herd",
case_study,"A more complex approach to IoT products in agriculture can be represented by the so-called farm productivity management systems. They usually include a number of agriculture IoT devices and sensors, installed on the premises as well as a powerful dashboard with analytical capabilities and in-built accounting/reporting features.  This offers remote farm monitoring capabilities and allows you to streamline most of the business operations. Similar solutions are represented by FarmLogs and Cropio.  In addition to the listed IoT agriculture use cases, some prominent opportunities include vehicle tracking (or even automation), storage management, logistics, etc.",
case_study,"With fruit being one of Chile�s largest exports, farmers in country need to be able to produce large amounts in order to satisfy demand. According to researchers at Chile�s UCSC University, the implementation of remote sensors around farming areas has reduced the volume of water used by 70%. The placement of sensors in the soil allowed farmers and researchers to monitor the conditions of the soil as well as the plant�s requirements. In doing so, farmers were able to optimize their irrigation process in order to use less water while increasing plant yields due to optimized conditions.",
case_study,"Crop diseases are one of many hurdles farmers and those working in agriculture have to continually deal with. One way in which farmers in the Indian State of Punjab are fighting these diseases is through the data collected by IoT-enabled remote sensors. By monitoring conditions such as humidity, rainfall and temperature levels, farmers are able to better determine their crops susceptibility to disease and act accordingly. With India�s population now surpassing a whopping 1.2 billion people, the ability of farmers across the country to grow crops with a reduced risk of failure due to disease is essential. Smart Farming IoT solutions promise to provide greater food-security and optimized yield for this largely agrarian economy.",
case_study,"Another battle farmers are constantly fighting is that with pests. Greenflies and fruit flies are among those targeted by farmers in order to protect their crops. In Slovenia, several fruit growers have begun to use data and automation to fight back against these pests. By using the data collected from remote sensors and other equipment, growers can begin to understand their fruit or crop�s growing habits better which can then help manage pests more effectively. Using similar methods, data from such sensors has also been used to automate and enhance the efficacy of spraying pesticides which can also save time, money and resources.  So, we�ve now seen how the adoption of Internet of Things applications in agriculture is making a real difference, not only by speeding things up or automating them, but by also providing the data that enables those working in farming and agriculture to visualize their performance and actively take steps to improve their operations and end product. However, don�t go thinking that the integration of IoT applications in agriculture don�t come with challenges of their own. In order to best realize the potential for these applications, farmers and those working agriculture will need to encourage new practices and procedures in order to secure and maintain these network systems.",
case_study,"GlaxoSmithKline � Bioelectronic medicine GSK�s Bioelectronics unit is developing miniaturised,  implantable connected devices to treat chronic diseases  such as diabetes or arthritis. As these will rely on mobile  networks to communicate back with the physicians for  monitoring purposes and to adjust the treatment, having  a secure, reliable and dedicated �network slice� would be a  major advantage",
case_study,"The Technology Integrated Health Management project  is developing patient and home monitoring solutions  for patients with dementia, which could benefit from the  increased bandwidth, reliability, security and device-to- device connectivity that can be supported by 5G networks  in the future",
case_study,"CHAP is developing a SMART Decision Support Unit that  helps inform farmers about the risks from pathogens,  pests and weeds in order to reduce the use of pesticides.  This solution could benefit from next generation mobile  networks as more data could be included in the analysis,  and agricultural machinery could be connected to  autonomously take action",
case_study,"Vodafone is already able to provide drone connectivity  using 4G network capability. Vodafone is also working with  partners on the use of �drones as a service� for future  applications, e.g. automatic drones for precision farming or  protecting critical infrastructure. Controlling the drones over  a 5G network would yield a number of important benefits",
case_study,"Vodafone is trialling vehicle-to-vehicle communication  as well as geo-messaging solutions for cars along the A9  highway in Germany, between Munich and Ingolstadt, using  an advanced version of long term evolution (LTE), as part of  a testbed with other partners for future 5G services.",
case_study,"Scania is a frontrunner in connected vehicles, having over  200,000 connected vehicles on the road today. Scania has been  trialling platooning for several years and has now started a 5G trial  to look at the benefits of next generation mobile networks for  autonomous driving and platooning",
case_study,"Connected and autonomous vehicle technologies are one  of Jaguar Land Rover�s key priorities, and it is in a suite of  research projects including trialling vehicle-to-vehicle  and vehicle-to-infrastructure applications based on C-V2X connectivity, which is essentially a precursor of  5G technologies.",
case_study,"Roborace is currently developing autonomous electric  cars that will be used in car racing championships  around the world. The solution could benefit from 5G as  it would enhance safe operations, create a more dynamic  environment and enable new applications within the  Roborace experience, such as video broadcasting.",
case_study,Audi would benefit from the introduction of 5G networks to  improve pre-production and production processes as well  as post-production maintenance of fleet and vehicles.,
case_study,"Smart cities and smart homes, often referred to as smart society, will be embedded with dense wireless  sensor networks. Distributed networks of intelligent sensors will identify conditions for cost -and  energy-efficient maintenance of the city or home.  A similar setup can be done for each home, where  temperature sensors, window and heating controllers, burglar alarms and home appliances are all  connected wirelessly. Many of these sensors are typically low data rate, low power and low cost, but for  example, real time HD video may be required in some types of devices for surveillance. The task for 5G will  be to integrate the management of these very diverse connected devices.",
case_study,"The health sector has many applications that can benefit from mobile communications. Communications  systems enable telemedicine, which provides clinical health care at a distance. It helps eliminate distance  barriers and can improve access to medical services that would often not be consistently available in  distant rural communities. It is also used to save lives in critical care and emergency situations. Wireless sensor networks based on mobile communication can provide remote monitoring & sensors for  parameters such as heart rate and blood pressure",
case_study,"FacebookGoogle+TwitterLinkedinemailWith brand new silicon, a vibrant support network, and a profile burnished in the early IoT rush, LoRa specialist Semtech is looking to spread its wings and rise above the � ",
case_study,"FacebookGoogle+TwitterLinkedinemailThe sense to design and build a custom system-on-chip (SoC) is plain, we understand from an earlier companion piece. As we also understand, from the first part of this post, � ",
case_study,"FacebookGoogle+TwitterLinkedinemailWill blockchain help to democratise power generation and power consumption? It is a tangential, and tech-minded, question, which came out of the central narrative at European Utility Week 2018 in Vienna � ",
case_study,FacebookGoogle+TwitterLinkedinemailThe planet�s appetite for energy is growing,
case_study,"FacebookGoogle+TwitterLinkedinemailWill blockchain help to democratise power generation and power consumption? It is a tangential, and tech-minded, question, which came out of the central narrative at European Utility Week 2018 in Vienna � ",
case_study,FacebookGoogle+TwitterLinkedinemailThe European Commission (EC) will make usage of the 900MHz band for short-range devices consistent across all member states. The move will make the 874-876 and 915-921 MHz bands a � ,
case_study,"FacebookGoogle+TwitterLinkedinemailThe smart home space has been a busy one over the last few years. If anything, the pace of innovation is accelerating. Research consultancy Market Insights predicts the market�s total � ",
case_study,"FacebookGoogle+TwitterLinkedinemailWe have 12 years to save the planet, calculate scientists in the starkest warning yet that our chances of tackling climate change and averting disaster are slipping away. After 2030, � ",
case_study,"FacebookGoogle+TwitterLinkedinemailAT&T has signed with caravan maker Airstream to make its �Silver Bullet� travel trailers smart. The pair claim its iconic RV wagons will be the �most high-tech� on the road, � ",
case_study,"FacebookGoogle+TwitterLinkedinemailMainstream appliance manufacturers Electrolux, Haier, LG Electronics and Samsung Electronics will introduce smart-home products based on an emerging �internet-of-things� (IoT) standard from the Open Connectivity Foundation (OCF) next year. The � ",
case_study,"FacebookGoogle+TwitterLinkedinemailAnnual shipments of Zigbee chipsets will reach one billion by 2023, mostly in smart home sensors, accounting for 85 per cent of IEEE 802.15.4 mesh network devices. Half a billion � ",
case_study,"FacebookGoogle+TwitterLinkedinemailThe market value for environmental gas sensors will be worth more than $3 billion by 2028, according to a new report from market research company IDTechEx. Most growth will come � ",
case_study,"FacebookGoogle+TwitterLinkedinemailThe new platform, dubbed Orange Fab, was launched in partnership with a group of investors and companies   French telecommunication group Orange has launched Orange Fab, a Silicon Valley acceleration � ",
case_study,"FacebookGoogle+TwitterLinkedinemailA great number of enterprise IoT projects remain stuck in pilots, put aside for another day. Before they even start, the challenge is how to make money from, at least � ",
case_study,"FacebookGoogle+TwitterLinkedinemailJust as computing continues to evolve with new innovations (graphical interfaces, PC networks, internet connectivity, mobile devices, apps, Internet of Things), the vision of smart homes is, in step-wise fashion, � ",
case_study,FacebookGoogle+TwitterLinkedinemailMicrosoft wants to make sure its Cortana personal assistant isn�t dropped at the door when users get home from work. The software giant is partnering with Amazon to integrate Cortana � ,
case_study,"FacebookGoogle+TwitterLinkedinemailTwo of the biggest business success stories in U.S. history are joining forces, as Google and Walmart team up to enable the purchase of hundreds of thousands of products via � ",
case_study,FacebookGoogle+TwitterLinkedinemailThe words �Unknown caller� on a ringing cell phone may no longer be a sign that the call is going straight to voicemail. Soon those calls may come from friends � ,
case_study,"FacebookGoogle+TwitterLinkedinemailCameras that monitor the home environment are seen as both creepy and convenient, but investors and technologists are betting that convenience will win out, as homeowners see the value in � ",
case_study,"FacebookGoogle+TwitterLinkedinemailGoogle�s Nest has had a mixed track record in recent years, but the company�s smart cameras could represent a turning point. The Nest Cam IQ incorporates Google�s facial recognition software, � ",
case_study,"FacebookGoogle+TwitterLinkedinemailA concoction of low cost computing, plentiful wireless communication protocols and improved battery life has created the perfect environment for �connected things� deployments in diverse scenarios, ranging from factory floors � ",
case_study,"FacebookGoogle+TwitterLinkedinemailCannabis growers, like other agriculturalists, are turning to internet-of-things (IoT) technologies, essentially comprising sensor devices and data analytics, to bring new efficiencies to their operations, and improve yields and profits. � ",
case_study,"FacebookGoogle+TwitterLinkedinemailCisco is making the business case for mobile operators to install 5G masts in rural regions based on connecting livestock, rather than people. The company, leading a network of 29 � ",
case_study,"FacebookGoogle+TwitterLinkedinemailAs we have seen already, through separate discussion of Hitachi�s approach to �predictive quality� and �dynamic scheduling�, the digital transformation of industry is multi-faceted. There is a third way, apart � ",
case_study,"FacebookGoogle+TwitterLinkedinemailTelecoms operator Deutsche Telekom has connected two beehives in the grounds of its headquarters in Bonn, in Germany, to its narrowband-IoT (NB-IoT) network, as it seeks to use digital technologies � ",
case_study,"FacebookGoogle+TwitterLinkedinemailFarming is wasteful and resources are dwindling. The role of the internet of things (IoT) and artificial intelligence (AI) in smart agriculture has never been so important, says Monsanto. They � ",
case_study,"FacebookGoogle+TwitterLinkedinemailBringing the IoT to health care one use case at a time While vaccines save millions of lives each year about 1.5 million children die each year from vaccine-preventable diseases, � ",
case_study,"FacebookGoogle+TwitterLinkedinemail At least five additional German cities have already signed smart parking deals with the telco Deutsche Telekom is working with the city government of Bonn, in Germany, to implement a � ",
case_study,"FacebookGoogle+TwitterLinkedinemailThe sensors continuously measure and record tire temperature and pressure, which is paired with other vehicle data Goodyear has launched an intelligent tire trial in cooperation with Tesloop, a city-to-city � ",
case_study,"FacebookGoogle+TwitterLinkedinemailLTE-M and NB-IoT enable capabilities for asset tracking, smart meters and other key IoT applications; plus drones controlled over commercial LTE networks Many industry watchers, including me, have referred to � ",
case_study,"FacebookGoogle+TwitterLinkedinemail 4 reasons IoT on wheels is accelerating and will be bigger than the connected car market With headline-grabbing bells and whistles, the growing cult around connected cars is understandable. � ",
case_study,FacebookGoogle+TwitterLinkedinemailThe internet of things (IoT) is helping farmers in developed and emerging countries improve the productivity of agriculture Precision agriculture can help farmers deal with a number of challenges such � ,
case_study,"FacebookGoogle+TwitterLinkedinemailDeep dive: Utilizing IoT technology for improved traffic safety, intelligent transportation systems and connected and automated vehicles Dave Sparks, Senior Research Scientist, Transportation Operations Group, Texas A&M Transportation Institute discusses � ",
case_study,"FacebookGoogle+TwitterLinkedinemailAT&T is inviting companies in the manufacturing, retail, health, finance, and public sector industries into its Foundry innovation lab in Plano, Texas, for the first time to collaborate on new � ",
case_study,FacebookGoogle+TwitterLinkedinemail  AT&T said the device syncs to the cloud via AT&T�s network   AT&T and Hanger have developed a proof of concept for what they claim is the industry�s first � ,
case_study,"FacebookGoogle+TwitterLinkedinemailThe role of connectivity in healthcare applications has been growing exponentially in recent years and evolving to be a must-have feature in medical devices. According to Vodafone IoT Barometer report, � ",
case_study,"FacebookGoogle+TwitterLinkedinemailIn the new age of Internet of Medical Things, battery life plays an increasingly important role in medical device design. Gaining insights into your device�s power consumption can inform your � ",
case_study,"FacebookGoogle+TwitterLinkedinemailCanadian IoT platform provider ThoughtWire has produced five new applications for building owners and healthcare providers to manage connected �people, systems and things�. ThoughtWire has introduced two new applications as � ",
case_study,"Also known as precision agriculture, precision farming can be thought of as anything that makes the farming practice more controlled and accurate when it comes to raising livestock and growing of crops. In this approach of farm management, a key component is the use of IT and various items like sensors, control systems, robotics, autonomous vehicles, automated hardware, variable rate technology, and so on.  The adoption of access to high-speed internet, mobile devices, and reliable, low-cost satellites (for imagery and positioning) by the manufacturer are few key technologies characterizing the precision agriculture trend.",
case_study,"Technology has changed over time and agricultural drones are a very good example of this. Today, agriculture is one of the major industries to incorporate drones. Drones are being used in agriculture in order to enhance various agricultural practices. The ways ground-based and aerial based drones are being used in agriculture are crop health assessment, irrigation, crop monitoring, crop spraying, planting, and soil and field analysis.",
case_study,"Large farm owners can utilize wireless IoT applications to collect data regarding the location, well-being, and health of their cattle. This information helps them in identifying animals that are sick so they can be separated from the herd, thereby preventing the spread of disease. It also lowers labor costs as ranchers can locate their cattle with the help of IoT based sensors.",
case_study,"Greenhouse farming is a methodology that helps in enhancing the yield of vegetables, fruits, crops etc. Greenhouses control the environmental parameters through manual intervention or a proportional control mechanism. As manual intervention results in production loss, energy loss, and labor cost, these methods are less effective. A smart greenhouse can be designed with the help of IoT; this design intelligently monitors as well as controls the climate, eliminating the need for manual intervention.",
case_study,"The rail operator manages rail infrastructure (track, stations, tunnels and signalling) on a  line where tr ains reach speeds of up to 300 kilometres  per hour (186 mph) . In terms of  wireless connectivity, they see two main advantages and priorities: ",
case_study,"According to DfT ; the in - train Wi - Fi programme will cover data (broadband) and voice  (over  Wi - Fi).  DfT is assuming passengers have (or will have) devices that support Wi - Fi  calling. MNO in - carriage coverage, as op posed to Wi - Fi coverage, is not a requirement as  it does not give universal internet access to all subscribers and passengers, given that not  all operators will have continuous coverage everywhere",
case_study,Dramatic  reduc tion of  hospital  a dmissions ? 25% of hospital in  patients are dementia  sufferers and could  potentially be cared for  remotely ? Estimated cost of �26  billion a year to the UK  (NHS and private  individuals) from Future Use  Cases for Mobile Telecoms in the UK Issue date: October 2016 Version: 1.0 53 dementia which could  be reduced,
case_study,"Fewer missed  appointments which  co sts the NHS over  �1bn per  year ? More efficient care for  chronic conditions such  as Type 2 diabetes  ( NHS spends �10 billion  a year, 10% of budget) ",
case_study,High potentially  of  reduced health needs if  consumers ta ke better  control of own health ? Reduced strain on NHS  from UK having highest  obesity rate in Western  Europe ? Less health costs and  reduced insurance  premium,
case_study,"US based Gecko Health Innovations, acquired by Teva pharmaceuticals in September  2015, has developed their CareTRx� platform for tracking and managing chronic  respiratory diseases.  A sensor device connects to the patient�s inhaler which tracks use  and gives patients reminders of doses.  Sensor information is collated by the CareTRx�  Journal App which tracks and records medications, symptoms, triggers, peak flow  measurements and flare  ups.  The patient can then view statistics and get feedback on  their use of their inhaler and share with medical teams",
case_study,"TIHM (Technology Integrated Health Management) for dementia is a new research study  funded by NHS England and Innovate UK with the key aims of improving the quality of  life for dementia patients and their carers. The study also aims to reduce hospital  admissions and in - patient volumes related to dementia by providing remote care an d  monitoring of patients in their own homes.  This study tackles a big issue for UK health  currently with more than 25% of hospital in - patients in 2014 - 2015 suffering from  dementia [ 59 ] and an estimated cost of dementia to the UK of �26 billion per year (two  thirds of which is paid by people with dementia and their families either through unpaid  care or paid for private social care [ 73 ]). This study  is also linked to the NHS Five Year  Forward View which sets out how health services need to change in order to engage with  patients, carers and citizens to promote wellbeing and prevent ill � health",
case_study,Blackburn with Darwen council first introduced telecare in 2008 but in 2010 examined  telecare delivery models in other areas and set the objective of increasing telecare users  from 60 to 1800.   This programme eventually became branded the �Safe and Well�  programme and has included a contract with Tunstall Healthcare for telecare equipment  and services as well as a number of pilot schemes of new assisted living technologies  such as:,
case_study,The Royal Marsden NHS Foundation Trust has two hospital sites.  These are at Chelsea in  London and Sutton in Surrey.  They also have a Medi cal Daycare Unit at Kingston Hospital  and provide community services in the London Borough of Sutton.  ,
case_study," Automating operations improves healthcare experience  The Abertawe Bro Morgannwg University (ABMU) Health Board envisioned unburdening doctors and nurses of paperwork, while making clinicians more mobile for better care in hospitals and the community. Caring for around 500,000 people in southwest Wales as well as providing a national burn center covering southern Wales and southwest England, ABMU uses Cisco solutions as the foundation of a progressive IT strategy. ",
case_study," A better network for better patient care  To provide the best possible patient care, Baptist Health modernized its IT to support a new electronic health record system and wireless medical devices. Learn how Cisco Services helped implement a new network with near-zero downtime.  ",
case_study, Creating a hyper-efficient IT infrastructure  Cisco HyperFlex helps BLK hospitals to reduce time to deployment of IT Infrastructure while doubling performance ,
case_study,"When Ed Sharp joined Century Care Management two years ago, one of the first things he wanted to address was wireless internet access. �We needed to join the 21st century,� he said. �We finally got serious about it this year.�  Century Care Management, a skilled nursing management company based in Cary, North Carolina, manages eight nursing homes across North Carolina. These facilities offer both short-term and long-term care and rehabilitation, with the smallest facility containing 80 beds and the largest featuring 140. Century Care employs over 400 clinical and 15 corporate staff members.  Century Care originally had one consumer-grade wireless access point (AP) at each facility and at headquarters, but these APs had limited range and could only be used by Century Care's internal staff. �It was very much a stopgap measure,� said Sharp, Director of Support Services",
case_study,See how Cisco DNA helps this hospital securely connect and manage thousands of network devices and deliver excellence in patient care.,
case_study," Cisco ACI enables global data center connectivity  Grifols, a global healthcare and pharmaceutical provider, chose Cisco ACI and the Nexus 9000 as its data center fabric. As a result, this solution enabled global data center connectivity, increased IT efficiency and agility, and delivered an end-to-end automated data center. ",
case_study," Keeping attackers at bay  Using our security solutions, Cisco partners team up to protect an orthodontics office in Michigan from ransomware and other advanced malware attacks. ",
case_study," Scalable foundation for smart hospitals  Halton Healthcare is a multifacility community healthcare organization that continually explores new technologies to better serve its patients. When the organization expanded, it turned to Cisco to upgrade its existing infrastructure with a unified, strategic approach that can reliably and securely support today�s hospitals and can scale to support the hospitals of tomorrow as well. ",
case_study,"Cisco connects hospital systems, employees, and visitors  Technology is an integral part of today�s medical care. Connecting that technology wirelessly throughout the vast Houston Methodist Hospital system was a challenge for the small team of network engineers. With help from Cisco solutions, engineers can pinpoint, diagnose, and fix problems in the wireless network quicker and easier than before",
case_study,healthcare,
case_study, Saving critical minutes with mobile video  Lee Memorial Health System wanted to expand stroke care services in the emergency departments of its four acute care hospitals. They implemented mobile video consultations to take expert care directly to the patient to save critical minutes. ,
case_study,     Reduce travel     Help medical teams collaborate and work more efficiently     Improve care at the bedside ,
case_study," Taking patient care to the highest level  Drawing from deep experience�hundreds of years caring for patients, and 43 hospitals across five states � Mercy designed the Virtual Care Center to bring together the best minds to provide patient-centered care, advance technological innovations, and identify opportunities to make care more accessible, more affordable and more comprehensive. ",
case_study," Adopting a digital healthcare blueprint  Milton Keynes University Hospital wanted its staff to be able to operate at peak performance. But, the IT infrastructure was out-of-date and failure prone. A unified Cisco network is making digital healthcare possible. ",
case_study,     Improve patient access to GP services     Ensure more cost effective use of clinicians time ,
case_study,"Correctional Health Services, a division of NYC Health + Hospitals, manages the delivery of healthcare to approximately 60,000 people moving through the city�s correctional system each year.The organization saw an opportunity to improve the patient and staff experience for specialist care interactions not requiring a live visit.",
case_study,healthcare,
case_study, Oxford University Hospitals boosts security  Learn how Oxford University Hospitals deployed Cisco security based on next-generation ASA firewalls to modernize its IT security systems for enhanced patient confidentiality. ,
case_study,"Cisco ACI supports mission-critical healthcare application  Promedica, a non-profit healthcare organization needed to create a purpose-built and highly available network to support a mission-critical healthcare application",
case_study," Medical networks that analyze and learn  In this age of digitization, hopes and expectations for healthcare have never been greater. With 300-plus care sites, including 12 hospitals, Sentara Healthcare needs to provide a highly secure, digital care environment. They use Cisco technologies to stay ahead of the innovation curve. ",
case_study,"Improving lives through modernized IT operations  Sharp HealthCare caregivers can now access, store, and share data more efficiently through a more secure and available network. Cisco ACI and Splunk data-center solutions have dramatically reduced the time and effort of systems maintenance and audits, and obtained better infrastructure management monitoring and troubleshooting",
case_study,"The Steadman Clinic is a unique organization. It combines the best surgeons in sports medicine and orthopedics in the United States with research in scientists through the Steadman Philippon Research Institute. They needed to:      Upgrade their phone system     Find easy, interactive ways for scientists and surgeons collaborate     Streamline staff communications  ",
